state,yr,qtr,index_nsa,index_sa,Warning
MS,2011,3,173.99,172.86,
MS,2011,4,175.27,176.72,
MS,2012,1,170.85,173.90,
MS,2012,2,175.08,173.94,
MS,2012,3,177.50,176.76,
MS,2012,4,175.06,176.65,
MS,2013,1,177.53,180.01,
MS,2013,2,182.00,180.95,
MS,2013,3,178.87,178.63,
MS,2013,4,177.21,178.82,
MS,2014,1,178.31,180.12,
MS,2014,2,181.92,181.05,
MS,2014,3,182.69,182.95,
MS,2014,4,181.25,182.72,
MS,2015,1,184.63,186.02,
MS,2015,2,186.18,185.56,
MS,2015,3,185.93,186.53,
MS,2015,4,188.77,190.05,
MS,2016,1,189.06,190.24,
MS,2016,2,191.98,191.57,
MS,2016,3,192.05,192.90,
MS,2016,4,194.40,195.36,
MS,2017,1,194.34,195.51,
MS,2017,2,196.62,196.50,
MS,2017,3,198.70,199.54,
MS,2017,4,194.71,195.44,
MS,2018,1,200.86,202.11,
MS,2018,2,204.02,204.17,
MS,2018,3,202.73,203.42,
MS,2018,4,206.92,207.53,
MS,2019,1,206.02,207.38,
MS,2019,2,209.64,210.06,
MS,2019,3,212.06,212.64,
MS,2019,4,212.31,212.73,
MS,2020,1,216.96,218.51,
MS,2020,2,220.49,221.16,
MS,2020,3,226.94,227.40,
MS,2020,4,230.42,230.70,
MS,2021,1,235.53,237.28,
MS,2021,2,246.10,247.08,
MS,2021,3,257.12,257.54,
MS,2021,4,271.03,271.16,
MT,1991,1,100.00,100.00,
MT,1991,2,104.35,103.73,
MT,1991,3,106.83,106.37,
MT,1991,4,110.98,109.81,
MT,1992,1,111.71,111.72,
MT,1992,2,114.15,113.51,
MT,1992,3,117.78,117.16,
MT,1992,4,121.40,120.20,
MT,1993,1,124.54,124.58,
MT,1993,2,129.10,128.42,
MT,1993,3,132.03,131.08,
MT,1993,4,136.81,135.71,
MT,1994,1,137.54,137.57,
MT,1994,2,145.37,144.61,
MT,1994,3,143.89,142.60,
MT,1994,4,146.84,145.92,
MT,1995,1,147.64,147.65,
MT,1995,2,149.90,149.08,
MT,1995,3,154.78,153.18,
MT,1995,4,153.87,153.20,
MT,1996,1,153.87,153.84,
MT,1996,2,157.55,156.64,
MT,1996,3,160.12,158.33,
MT,1996,4,158.70,158.21,
MT,1997,1,161.25,161.19,
MT,1997,2,161.11,160.12,
MT,1997,3,160.90,159.03,
MT,1997,4,161.44,161.10,
MT,1998,1,162.86,162.76,
MT,1998,2,164.23,163.13,
MT,1998,3,165.81,163.96,
MT,1998,4,165.70,165.37,
MT,1999,1,165.80,165.67,
MT,1999,2,169.87,168.67,
MT,1999,3,173.33,171.49,
MT,1999,4,172.27,171.83,
MT,2000,1,173.56,173.53,
MT,2000,2,176.27,174.97,
MT,2000,3,179.39,177.45,
MT,2000,4,178.75,178.24,
MT,2001,1,184.86,185.05,
MT,2001,2,186.45,184.95,
MT,2001,3,187.14,185.00,
MT,2001,4,190.11,189.60,
MT,2002,1,192.93,193.44,
MT,2002,2,196.33,194.45,
MT,2002,3,201.78,199.47,
MT,2002,4,203.62,203.16,
MT,2003,1,205.46,206.16,
MT,2003,2,214.84,212.55,
MT,2003,3,220.51,217.96,
MT,2003,4,222.09,221.70,
MT,2004,1,223.86,224.79,
MT,2004,2,235.96,233.14,
MT,2004,3,241.86,239.16,
MT,2004,4,244.65,244.36,
MT,2005,1,249.90,250.79,
MT,2005,2,263.53,260.36,
MT,2005,3,268.33,265.40,
MT,2005,4,274.33,274.19,
MT,2006,1,283.26,283.85,
MT,2006,2,292.36,289.00,
MT,2006,3,299.23,296.14,
MT,2006,4,301.26,301.22,
MT,2007,1,304.94,304.87,
MT,2007,2,314.71,311.77,
MT,2007,3,315.49,312.08,
MT,2007,4,315.77,315.83,
MT,2008,1,315.36,314.80,
MT,2008,2,312.49,310.07,
MT,2008,3,313.31,309.86,
MT,2008,4,299.97,299.92,
MT,2009,1,304.88,304.11,
MT,2009,2,301.28,299.29,
MT,2009,3,302.11,298.79,
MT,2009,4,297.37,297.13,
MT,2010,1,296.18,295.36,
MT,2010,2,293.67,291.80,
MT,2010,3,291.40,288.55,
MT,2010,4,279.52,278.91,
MT,2011,1,273.89,273.15,
MT,2011,2,285.40,283.59,
MT,2011,3,284.08,281.62,
MT,2011,4,286.26,285.32,
MT,2012,1,285.96,285.22,
MT,2012,2,290.52,288.58,
MT,2012,3,292.42,290.25,
MT,2012,4,301.38,300.07,
MT,2013,1,306.29,305.57,
MT,2013,2,308.33,306.20,
MT,2013,3,309.31,307.16,
MT,2013,4,312.94,311.46,
MT,2014,1,315.20,314.60,
MT,2014,2,320.45,318.19,
MT,2014,3,325.58,323.13,
MT,2014,4,325.64,324.18,
MT,2015,1,329.17,328.85,
MT,2015,2,333.47,331.04,
MT,2015,3,337.29,334.19,
MT,2015,4,338.17,336.94,
MT,2016,1,341.03,341.29,
MT,2016,2,346.95,344.06,
MT,2016,3,350.12,346.32,
MT,2016,4,360.38,359.43,
MT,2017,1,356.21,357.07,
MT,2017,2,368.54,365.04,
MT,2017,3,375.49,371.12,
MT,2017,4,375.64,374.69,
MT,2018,1,381.09,382.67,
MT,2018,2,390.08,385.94,
MT,2018,3,396.80,391.98,
MT,2018,4,396.20,395.41,
MT,2019,1,393.08,394.75,
MT,2019,2,415.52,411.15,
MT,2019,3,417.95,412.73,
MT,2019,4,418.87,418.09,
MT,2020,1,438.11,439.97,
MT,2020,2,437.13,432.60,
MT,2020,3,461.60,455.71,
MT,2020,4,484.11,483.49,
MT,2021,1,504.67,506.30,
MT,2021,2,545.44,540.18,
MT,2021,3,581.24,573.88,
MT,2021,4,599.34,598.45,
NC,1991,1,100.00,100.00,
NC,1991,2,100.34,100.05,
NC,1991,3,100.16,99.76,
NC,1991,4,101.60,101.01,
NC,1992,1,101.91,101.91,
NC,1992,2,102.29,102.00,
NC,1992,3,103.78,103.34,
NC,1992,4,104.72,104.14,
NC,1993,1,104.08,104.06,
NC,1993,2,105.89,105.61,
NC,1993,3,107.07,106.56,
NC,1993,4,108.34,107.81,
NC,1994,1,109.38,109.36,
NC,1994,2,111.39,111.06,
NC,1994,3,113.31,112.72,
NC,1994,4,114.70,114.23,
NC,1995,1,115.43,115.40,
NC,1995,2,116.70,116.32,
NC,1995,3,118.32,117.67,
NC,1995,4,119.37,118.97,
NC,1996,1,120.77,120.74,
NC,1996,2,122.19,121.72,
NC,1996,3,124.18,123.49,
NC,1996,4,124.52,124.17,
NC,1997,1,125.63,125.60,
NC,1997,2,127.83,127.28,
NC,1997,3,128.59,127.86,
NC,1997,4,129.79,129.49,
NC,1998,1,130.55,130.54,
NC,1998,2,132.39,131.76,
NC,1998,3,134.01,133.24,
NC,1998,4,134.96,134.71,
NC,1999,1,136.15,136.11,
NC,1999,2,138.40,137.72,
NC,1999,3,139.63,138.80,
NC,1999,4,140.75,140.58,
NC,2000,1,141.14,141.04,
NC,2000,2,143.55,142.83,
NC,2000,3,145.46,144.59,
NC,2000,4,145.75,145.65,
NC,2001,1,147.18,147.01,
NC,2001,2,148.75,148.02,
NC,2001,3,149.73,148.82,
NC,2001,4,149.27,149.24,
NC,2002,1,151.08,150.83,
NC,2002,2,152.49,151.74,
NC,2002,3,154.14,153.24,
NC,2002,4,154.55,154.53,
NC,2003,1,156.16,155.84,
NC,2003,2,157.56,156.79,
NC,2003,3,158.75,157.89,
NC,2003,4,159.37,159.30,
NC,2004,1,161.15,160.81,
NC,2004,2,165.22,164.41,
NC,2004,3,166.42,165.55,
NC,2004,4,168.76,168.63,
NC,2005,1,172.09,171.85,
NC,2005,2,175.38,174.37,
NC,2005,3,178.93,178.02,
NC,2005,4,182.06,181.93,
NC,2006,1,185.89,185.80,
NC,2006,2,189.37,188.08,
NC,2006,3,192.47,191.44,
NC,2006,4,195.84,195.77,
NC,2007,1,197.52,197.73,
NC,2007,2,200.27,198.59,
NC,2007,3,201.65,200.53,
NC,2007,4,199.49,199.39,
NC,2008,1,198.30,198.95,
NC,2008,2,201.84,199.86,
NC,2008,3,197.19,195.98,
NC,2008,4,191.82,191.58,
NC,2009,1,195.24,196.50,
NC,2009,2,194.61,192.35,
NC,2009,3,191.65,190.34,
NC,2009,4,187.58,187.28,
NC,2010,1,182.89,184.48,
NC,2010,2,185.17,182.89,
NC,2010,3,180.87,179.39,
NC,2010,4,180.76,180.49,
NC,2011,1,171.25,173.06,
NC,2011,2,174.76,172.47,
NC,2011,3,174.60,173.00,
NC,2011,4,174.57,174.47,
NC,2012,1,170.33,172.18,
NC,2012,2,175.35,173.04,
NC,2012,3,175.68,173.86,
NC,2012,4,173.75,173.89,
NC,2013,1,177.34,179.20,
NC,2013,2,181.29,178.84,
NC,2013,3,183.54,181.53,
NC,2013,4,182.00,182.51,
NC,2014,1,181.83,183.39,
NC,2014,2,188.89,186.43,
NC,2014,3,188.11,186.02,
NC,2014,4,186.85,187.64,
NC,2015,1,190.38,191.68,
NC,2015,2,196.43,193.92,
NC,2015,3,199.66,197.58,
NC,2015,4,199.15,200.09,
NC,2016,1,201.19,202.20,
NC,2016,2,207.74,205.23,
NC,2016,3,211.02,209.06,
NC,2016,4,211.62,212.51,
NC,2017,1,212.63,213.38,
NC,2017,2,222.61,220.12,
NC,2017,3,224.36,222.55,
NC,2017,4,225.68,226.44,
NC,2018,1,230.55,231.03,
NC,2018,2,236.79,234.42,
NC,2018,3,239.69,237.98,
NC,2018,4,240.27,240.88,
NC,2019,1,244.29,244.54,
NC,2019,2,251.70,249.42,
NC,2019,3,253.58,251.94,
NC,2019,4,256.63,257.11,
NC,2020,1,261.96,262.05,
NC,2020,2,267.14,264.90,
NC,2020,3,275.68,274.00,
NC,2020,4,287.21,287.64,
NC,2021,1,298.74,298.67,
NC,2021,2,318.08,315.63,
NC,2021,3,337.02,335.02,
NC,2021,4,348.04,348.42,
ND,1991,1,100.00,100.00,
ND,1991,2,100.70,99.83,
ND,1991,3,99.48,99.41,
ND,1991,4,100.47,100.46,
ND,1992,1,102.09,102.10,
ND,1992,2,104.07,103.21,
ND,1992,3,103.57,103.43,
ND,1992,4,105.39,105.38,
ND,1993,1,106.82,106.84,
ND,1993,2,110.12,109.31,
ND,1993,3,112.60,112.26,
ND,1993,4,113.84,113.86,
ND,1994,1,115.03,115.08,
ND,1994,2,117.51,116.88,
ND,1994,3,118.77,118.07,
ND,1994,4,119.63,119.70,
ND,1995,1,121.61,121.78,
ND,1995,2,122.68,122.23,
ND,1995,3,120.69,119.63,
ND,1995,4,123.36,123.45,
ND,1996,1,122.63,122.94,
ND,1996,2,124.28,123.98,
ND,1996,3,127.14,125.71,
ND,1996,4,125.96,126.12,
ND,1997,1,126.72,127.11,
ND,1997,2,127.11,126.88,
ND,1997,3,131.06,129.43,
ND,1997,4,128.73,129.00,
ND,1998,1,128.10,128.43,
ND,1998,2,131.82,131.63,
ND,1998,3,135.08,133.39,
ND,1998,4,135.59,135.92,
ND,1999,1,134.72,134.99,
ND,1999,2,136.06,135.81,
ND,1999,3,137.51,135.98,
ND,1999,4,135.68,135.92,
ND,2000,1,139.15,139.36,
ND,2000,2,139.31,138.98,
ND,2000,3,141.16,139.87,
ND,2000,4,138.05,138.12,
ND,2001,1,142.44,142.65,
ND,2001,2,143.05,142.65,
ND,2001,3,143.02,141.89,
ND,2001,4,146.98,146.89,
ND,2002,1,146.54,146.83,
ND,2002,2,150.29,149.84,
ND,2002,3,153.53,152.40,
ND,2002,4,156.54,156.23,
ND,2003,1,157.21,157.80,
ND,2003,2,159.98,159.37,
ND,2003,3,162.92,161.68,
ND,2003,4,164.34,163.97,
ND,2004,1,165.25,166.15,
ND,2004,2,170.41,169.58,
ND,2004,3,175.10,173.60,
ND,2004,4,176.54,176.33,
ND,2005,1,178.46,179.58,
ND,2005,2,184.12,183.03,
ND,2005,3,187.49,185.65,
ND,2005,4,190.83,190.98,
ND,2006,1,188.67,189.92,
ND,2006,2,198.29,196.80,
ND,2006,3,199.42,197.42,
ND,2006,4,199.22,199.67,
ND,2007,1,201.56,202.90,
ND,2007,2,206.25,204.40,
ND,2007,3,208.71,206.79,
ND,2007,4,205.80,206.33,
ND,2008,1,207.38,208.72,
ND,2008,2,211.91,209.86,
ND,2008,3,212.64,210.91,
ND,2008,4,210.28,210.75,
ND,2009,1,208.04,209.26,
ND,2009,2,216.00,213.94,
ND,2009,3,215.41,213.94,
ND,2009,4,214.68,214.83,
ND,2010,1,220.20,221.47,
ND,2010,2,217.72,215.83,
ND,2010,3,215.89,214.50,
ND,2010,4,222.25,222.15,
ND,2011,1,220.62,221.77,
ND,2011,2,225.29,223.75,
ND,2011,3,228.96,227.40,
ND,2011,4,231.44,231.10,
ND,2012,1,234.51,235.60,
ND,2012,2,243.17,242.11,
ND,2012,3,248.25,246.16,
ND,2012,4,252.96,252.57,
ND,2013,1,254.49,255.56,
ND,2013,2,260.92,260.26,
ND,2013,3,269.11,266.46,
ND,2013,4,267.63,267.18,
ND,2014,1,274.03,275.36,
ND,2014,2,277.30,276.73,
ND,2014,3,287.81,284.52,
ND,2014,4,290.49,290.31,
ND,2015,1,292.96,294.55,
ND,2015,2,293.99,293.10,
ND,2015,3,298.67,295.10,
ND,2015,4,297.71,297.92,
ND,2016,1,297.18,298.99,
ND,2016,2,301.60,300.11,
ND,2016,3,304.54,300.89,
ND,2016,4,302.19,302.88,
ND,2017,1,299.04,300.98,
ND,2017,2,306.73,304.54,
ND,2017,3,308.89,305.40,
ND,2017,4,301.90,302.81,
ND,2018,1,302.70,304.82,
ND,2018,2,310.64,307.98,
ND,2018,3,310.78,307.36,
ND,2018,4,308.70,309.75,
ND,2019,1,314.29,316.51,
ND,2019,2,322.27,319.44,
ND,2019,3,320.39,316.95,
ND,2019,4,316.24,317.15,
ND,2020,1,318.02,320.26,
ND,2020,2,325.89,323.23,
ND,2020,3,334.57,331.04,
ND,2020,4,338.35,338.98,
ND,2021,1,341.85,344.24,
ND,2021,2,356.47,353.94,
ND,2021,3,369.26,365.41,
ND,2021,4,373.76,373.97,
NE,1991,1,100.00,100.00,
NE,1991,2,101.70,101.07,
NE,1991,3,102.19,101.52,
NE,1991,4,102.10,101.77,
NE,1992,1,105.98,106.00,
NE,1992,2,107.18,106.51,
NE,1992,3,109.05,108.29,
NE,1992,4,110.65,110.31,
NE,1993,1,111.99,112.03,
NE,1993,2,114.67,113.95,
NE,1993,3,116.82,115.93,
NE,1993,4,120.08,119.78,
NE,1994,1,119.94,120.02,
NE,1994,2,121.58,120.77,
NE,1994,3,123.97,122.99,
NE,1994,4,123.74,123.50,
NE,1995,1,125.38,125.48,
NE,1995,2,128.49,127.60,
NE,1995,3,129.89,128.81,
NE,1995,4,130.44,130.28,
NE,1996,1,131.46,131.55,
NE,1996,2,134.82,133.85,
NE,1996,3,136.68,135.54,
NE,1996,4,136.64,136.53,
NE,1997,1,138.54,138.59,
NE,1997,2,141.63,140.60,
NE,1997,3,142.77,141.55,
NE,1997,4,144.14,144.08,
NE,1998,1,146.79,146.83,
NE,1998,2,147.59,146.51,
NE,1998,3,148.68,147.40,
NE,1998,4,153.52,153.48,
NE,1999,1,153.68,153.71,
NE,1999,2,155.94,154.83,
NE,1999,3,157.61,156.17,
NE,1999,4,156.55,156.54,
NE,2000,1,157.91,157.98,
NE,2000,2,160.75,159.63,
NE,2000,3,162.21,160.62,
NE,2000,4,161.70,161.74,
NE,2001,1,162.22,162.35,
NE,2001,2,165.47,164.33,
NE,2001,3,167.21,165.43,
NE,2001,4,166.02,166.09,
NE,2002,1,168.05,168.29,
NE,2002,2,170.73,169.58,
NE,2002,3,173.00,171.01,
NE,2002,4,173.23,173.33,
NE,2003,1,174.89,175.28,
NE,2003,2,177.75,176.54,
NE,2003,3,180.24,178.01,
NE,2003,4,179.49,179.60,
NE,2004,1,181.54,182.17,
NE,2004,2,183.48,182.13,
NE,2004,3,188.86,186.38,
NE,2004,4,187.96,188.10,
NE,2005,1,188.81,189.77,
NE,2005,2,190.82,189.18,
NE,2005,3,194.44,191.79,
NE,2005,4,193.17,193.32,
NE,2006,1,192.61,193.96,
NE,2006,2,198.14,196.11,
NE,2006,3,199.35,196.62,
NE,2006,4,196.48,196.62,
NE,2007,1,196.37,198.12,
NE,2007,2,201.35,198.90,
NE,2007,3,200.33,197.63,
NE,2007,4,195.92,196.11,
NE,2008,1,191.99,193.87,
NE,2008,2,194.40,191.76,
NE,2008,3,193.48,190.97,
NE,2008,4,190.76,191.02,
NE,2009,1,187.61,189.43,
NE,2009,2,194.86,192.06,
NE,2009,3,194.98,192.62,
NE,2009,4,193.02,193.33,
NE,2010,1,187.91,189.53,
NE,2010,2,195.67,192.89,
NE,2010,3,192.38,190.26,
NE,2010,4,186.90,187.13,
NE,2011,1,186.49,187.89,
NE,2011,2,189.79,187.19,
NE,2011,3,191.05,189.11,
NE,2011,4,189.71,189.90,
NE,2012,1,190.31,191.48,
NE,2012,2,196.00,193.54,
NE,2012,3,196.04,194.08,
NE,2012,4,198.68,198.82,
NE,2013,1,200.11,201.22,
NE,2013,2,203.62,201.22,
NE,2013,3,204.61,202.49,
NE,2013,4,206.36,206.51,
NE,2014,1,205.20,206.31,
NE,2014,2,211.21,208.83,
NE,2014,3,213.52,211.15,
NE,2014,4,212.69,212.89,
NE,2015,1,214.92,216.20,
NE,2015,2,220.57,218.06,
NE,2015,3,224.59,221.92,
NE,2015,4,222.61,222.96,
NE,2016,1,220.93,222.29,
NE,2016,2,230.55,227.90,
NE,2016,3,233.81,230.87,
NE,2016,4,231.25,231.75,
NE,2017,1,235.78,237.32,
NE,2017,2,244.48,241.58,
NE,2017,3,247.71,244.55,
NE,2017,4,249.12,249.72,
NE,2018,1,253.01,254.68,
NE,2018,2,260.63,257.50,
NE,2018,3,264.15,260.79,
NE,2018,4,264.43,265.05,
NE,2019,1,264.80,266.53,
NE,2019,2,275.35,272.09,
NE,2019,3,278.58,275.03,
NE,2019,4,274.54,275.15,
NE,2020,1,281.49,283.32,
NE,2020,2,289.96,286.61,
NE,2020,3,299.71,295.80,
NE,2020,4,306.48,307.18,
NE,2021,1,317.19,319.24,
NE,2021,2,335.76,331.98,
NE,2021,3,347.71,343.07,
NE,2021,4,350.96,351.79,
NH,1991,1,100.00,100.00,
NH,1991,2,98.17,98.39,
NH,1991,3,97.07,97.14,
NH,1991,4,95.14,95.42,
NH,1992,1,95.59,95.65,
NH,1992,2,93.84,94.07,
NH,1992,3,92.67,92.68,
NH,1992,4,93.31,93.57,
NH,1993,1,91.07,91.20,
NH,1993,2,91.99,92.22,
NH,1993,3,92.48,92.40,
NH,1993,4,92.55,92.78,
NH,1994,1,93.95,94.29,
NH,1994,2,93.06,93.23,
NH,1994,3,93.38,93.16,
NH,1994,4,93.64,93.92,
NH,1995,1,91.94,92.41,
NH,1995,2,94.39,94.49,
NH,1995,3,95.95,95.59,
NH,1995,4,95.49,95.79,
NH,1996,1,95.92,96.64,
NH,1996,2,96.60,96.57,
NH,1996,3,99.43,98.94,
NH,1996,4,97.87,98.30,
NH,1997,1,98.98,99.84,
NH,1997,2,101.85,101.69,
NH,1997,3,102.90,102.32,
NH,1997,4,103.61,104.09,
NH,1998,1,105.00,106.08,
NH,1998,2,108.73,108.42,
NH,1998,3,111.87,111.20,
NH,1998,4,113.21,113.75,
NH,1999,1,114.78,116.07,
NH,1999,2,120.59,120.21,
NH,1999,3,122.80,122.02,
NH,1999,4,124.73,125.27,
NH,2000,1,129.05,130.67,
NH,2000,2,135.11,134.64,
NH,2000,3,139.92,138.97,
NH,2000,4,145.57,146.15,
NH,2001,1,147.62,149.55,
NH,2001,2,154.84,154.33,
NH,2001,3,161.14,160.02,
NH,2001,4,163.06,163.67,
NH,2002,1,164.81,166.98,
NH,2002,2,174.05,173.47,
NH,2002,3,181.72,180.49,
NH,2002,4,183.93,184.63,
NH,2003,1,186.96,189.36,
NH,2003,2,194.68,193.98,
NH,2003,3,198.99,197.71,
NH,2003,4,202.98,203.92,
NH,2004,1,206.74,209.24,
NH,2004,2,214.03,213.05,
NH,2004,3,217.17,215.95,
NH,2004,4,222.41,223.74,
NH,2005,1,225.66,228.13,
NH,2005,2,232.58,231.21,
NH,2005,3,236.95,235.84,
NH,2005,4,235.97,237.76,
NH,2006,1,234.65,236.93,
NH,2006,2,237.43,235.78,
NH,2006,3,234.32,233.50,
NH,2006,4,227.90,229.65,
NH,2007,1,228.93,231.19,
NH,2007,2,232.24,230.50,
NH,2007,3,227.24,226.49,
NH,2007,4,220.03,221.53,
NH,2008,1,215.58,217.99,
NH,2008,2,215.46,213.85,
NH,2008,3,210.26,209.55,
NH,2008,4,202.95,203.82,
NH,2009,1,205.33,208.23,
NH,2009,2,205.44,204.00,
NH,2009,3,198.96,198.08,
NH,2009,4,199.91,200.28,
NH,2010,1,192.15,195.48,
NH,2010,2,196.59,195.25,
NH,2010,3,198.54,197.45,
NH,2010,4,193.55,193.57,
NH,2011,1,184.26,187.94,
NH,2011,2,187.78,186.55,
NH,2011,3,188.57,187.13,
NH,2011,4,189.34,189.53,
NH,2012,1,181.89,185.62,
NH,2012,2,187.62,186.40,
NH,2012,3,188.21,186.48,
NH,2012,4,187.77,188.38,
NH,2013,1,186.65,190.31,
NH,2013,2,195.97,194.60,
NH,2013,3,196.71,194.70,
NH,2013,4,193.91,195.22,
NH,2014,1,195.51,198.84,
NH,2014,2,200.15,198.63,
NH,2014,3,204.42,202.42,
NH,2014,4,199.78,201.64,
NH,2015,1,205.06,207.99,
NH,2015,2,209.58,207.97,
NH,2015,3,213.20,211.28,
NH,2015,4,210.67,212.89,
NH,2016,1,210.75,213.35,
NH,2016,2,220.73,219.02,
NH,2016,3,221.42,219.75,
NH,2016,4,220.03,222.21,
NH,2017,1,228.50,231.17,
NH,2017,2,232.27,230.43,
NH,2017,3,236.07,234.70,
NH,2017,4,236.60,238.61,
NH,2018,1,239.10,241.92,
NH,2018,2,246.01,244.03,
NH,2018,3,248.94,247.79,
NH,2018,4,251.24,253.11,
NH,2019,1,250.91,253.81,
NH,2019,2,263.09,261.08,
NH,2019,3,263.87,262.78,
NH,2019,4,265.11,266.90,
NH,2020,1,270.28,273.40,
NH,2020,2,278.62,276.58,
NH,2020,3,291.72,290.50,
NH,2020,4,303.69,305.74,
NH,2021,1,315.12,318.68,
NH,2021,2,339.08,336.68,
NH,2021,3,352.71,351.18,
NH,2021,4,359.71,362.19,
NJ,1991,1,100.00,100.00,
NJ,1991,2,99.02,99.28,
NJ,1991,3,99.09,99.02,
NJ,1991,4,99.58,99.74,
NJ,1992,1,101.09,101.17,
NJ,1992,2,100.19,100.45,
NJ,1992,3,100.73,100.54,
NJ,1992,4,101.27,101.48,
NJ,1993,1,100.26,100.48,
NJ,1993,2,101.02,101.23,
NJ,1993,3,101.64,101.27,
NJ,1993,4,101.61,101.92,
NJ,1994,1,101.98,102.35,
NJ,1994,2,101.87,102.03,
NJ,1994,3,102.74,102.15,
NJ,1994,4,101.11,101.55,
NJ,1995,1,100.95,101.48,
NJ,1995,2,101.43,101.45,
NJ,1995,3,102.57,101.88,
NJ,1995,4,101.21,101.73,
NJ,1996,1,101.40,102.07,
NJ,1996,2,102.90,102.77,
NJ,1996,3,103.23,102.52,
NJ,1996,4,102.20,102.74,
NJ,1997,1,101.96,102.74,
NJ,1997,2,103.76,103.55,
NJ,1997,3,104.49,103.74,
NJ,1997,4,104.68,105.27,
NJ,1998,1,105.98,106.82,
NJ,1998,2,108.18,107.96,
NJ,1998,3,110.25,109.39,
NJ,1998,4,109.88,110.51,
NJ,1999,1,111.37,112.29,
NJ,1999,2,115.10,114.91,
NJ,1999,3,118.56,117.55,
NJ,1999,4,119.11,119.76,
NJ,2000,1,121.88,122.98,
NJ,2000,2,126.10,125.92,
NJ,2000,3,129.97,128.85,
NJ,2000,4,132.42,132.98,
NJ,2001,1,135.50,136.89,
NJ,2001,2,140.04,139.85,
NJ,2001,3,146.25,145.00,
NJ,2001,4,148.59,149.04,
NJ,2002,1,151.87,153.61,
NJ,2002,2,160.03,159.74,
NJ,2002,3,167.44,166.08,
NJ,2002,4,171.90,172.27,
NJ,2003,1,174.37,176.47,
NJ,2003,2,183.38,182.97,
NJ,2003,3,189.86,188.41,
NJ,2003,4,194.42,194.84,
NJ,2004,1,199.14,201.52,
NJ,2004,2,209.13,208.51,
NJ,2004,3,217.35,215.86,
NJ,2004,4,223.08,223.70,
NJ,2005,1,228.72,231.23,
NJ,2005,2,239.68,238.84,
NJ,2005,3,248.80,247.32,
NJ,2005,4,252.10,252.98,
NJ,2006,1,253.72,256.18,
NJ,2006,2,259.17,258.14,
NJ,2006,3,258.03,256.79,
NJ,2006,4,253.87,254.86,
NJ,2007,1,254.13,256.24,
NJ,2007,2,256.32,255.45,
NJ,2007,3,252.94,251.84,
NJ,2007,4,248.63,249.50,
NJ,2008,1,242.63,244.51,
NJ,2008,2,238.63,238.10,
NJ,2008,3,233.87,232.73,
NJ,2008,4,227.79,228.38,
NJ,2009,1,224.99,226.94,
NJ,2009,2,221.66,221.42,
NJ,2009,3,221.00,219.51,
NJ,2009,4,217.49,217.91,
NJ,2010,1,216.80,219.23,
NJ,2010,2,216.69,216.41,
NJ,2010,3,215.84,213.93,
NJ,2010,4,211.95,212.31,
NJ,2011,1,204.96,208.01,
NJ,2011,2,204.97,204.37,
NJ,2011,3,205.19,202.94,
NJ,2011,4,200.00,200.49,
NJ,2012,1,195.89,199.48,
NJ,2012,2,200.68,199.49,
NJ,2012,3,202.02,199.70,
NJ,2012,4,199.21,199.87,
NJ,2013,1,197.18,201.16,
NJ,2013,2,206.08,204.42,
NJ,2013,3,207.35,204.97,
NJ,2013,4,204.73,205.59,
NJ,2014,1,201.87,206.00,
NJ,2014,2,210.00,208.08,
NJ,2014,3,210.81,208.53,
NJ,2014,4,209.56,210.51,
NJ,2015,1,208.03,212.09,
NJ,2015,2,212.62,210.81,
NJ,2015,3,215.07,212.72,
NJ,2015,4,212.35,213.42,
NJ,2016,1,210.50,214.36,
NJ,2016,2,219.03,217.24,
NJ,2016,3,220.57,218.31,
NJ,2016,4,218.45,219.63,
NJ,2017,1,216.10,219.59,
NJ,2017,2,225.51,223.91,
NJ,2017,3,229.38,227.30,
NJ,2017,4,226.32,227.50,
NJ,2018,1,228.96,232.06,
NJ,2018,2,234.69,233.27,
NJ,2018,3,236.15,234.56,
NJ,2018,4,235.02,235.96,
NJ,2019,1,235.66,238.32,
NJ,2019,2,241.12,239.90,
NJ,2019,3,244.28,243.26,
NJ,2019,4,246.49,247.05,
NJ,2020,1,249.74,252.22,
NJ,2020,2,252.90,251.69,
NJ,2020,3,264.93,264.42,
NJ,2020,4,276.00,276.30,
NJ,2021,1,285.58,288.22,
NJ,2021,2,302.16,300.61,
NJ,2021,3,309.08,308.92,
NJ,2021,4,318.53,318.78,
NM,1991,1,100.00,100.00,
NM,1991,2,101.43,100.55,
NM,1991,3,101.17,100.62,
NM,1991,4,103.50,103.23,
NM,1992,1,106.23,106.28,
NM,1992,2,106.79,105.83,
NM,1992,3,108.35,107.72,
NM,1992,4,110.23,109.99,
NM,1993,1,111.53,111.61,
NM,1993,2,116.04,114.97,
NM,1993,3,118.23,117.54,
NM,1993,4,120.31,120.07,
NM,1994,1,124.82,124.89,
NM,1994,2,127.71,126.53,
NM,1994,3,131.07,130.30,
NM,1994,4,132.97,132.70,
NM,1995,1,133.17,133.26,
NM,1995,2,136.34,135.12,
NM,1995,3,137.79,136.93,
NM,1995,4,136.58,136.30,
NM,1996,1,136.94,137.06,
NM,1996,2,139.63,138.40,
NM,1996,3,138.80,137.85,
NM,1996,4,137.81,137.56,
NM,1997,1,138.51,138.65,
NM,1997,2,141.05,139.81,
NM,1997,3,139.27,138.27,
NM,1997,4,139.18,138.96,
